data1,data2,output
-0.50183952461055,-1.874283257253063,1
1.8028572256396647,0.5456416450551216,1
0.9279757672456204,-0.7425760756946933,0
0.3946339367881464,0.03428276465881108,0
-1.375925438230254,1.630265895704372,1
-1.3760219186551894,-1.0028310834045002,1
-1.7676655513272022,-0.35846830785748107,1
1.4647045830997407,1.0222045541721947,1
0.4044600469728352,-1.0848073380335101,0
0.832290311184182,-1.692080360684828,1
-1.9176620228167902,-0.8409941883449279,1
1.8796394086479773,-1.3551148509839823,1
1.329770563201687,1.7187906093702923,1
-1.1506435572868954,1.2324815182576678,1
-1.2727001311715975,0.5336150260416939,0
-1.2663819605862647,1.4858423607508708,1
-0.7830310281618491,1.2146883075964579,0
0.09902572652895136,-1.2537197644558566,0
-0.27221992543153695,1.570235993959911,1
-0.8350834392078323,0.1573689676626029,0
0.4474115788895179,1.2297606206562501,0
-1.4420245573918327,1.584365199693973,1
-0.8314214058591274,-0.7279861001125445,0
-0.5345526268252332,-1.559792301889293,1
-0.17572006313185629,-1.0882593498322333,0
1.1407038455720544,-0.29156884549497475,0
-1.201304871366561,1.2720590636899725,1
0.05693775365444642,1.4429223330253738,1
0.36965827544816987,-1.9721914778752372,1
-1.814198349120009,0.042989210310262926,1
0.43017940760575346,-0.33035598740488403,0
-1.3179035052508339,-1.111568758117079,1
-1.739793628058882,-1.5205385306652688,1
1.795542149013333,-0.6495393143854882,1
1.8625281322982374,1.7716388156500766,1
1.2335893924658445,-0.7071882719169791,0
-0.7815449233065173,0.07516248697346439,0
-1.6093115439744645,0.8120758355807114,1
0.7369321060486276,-0.5454815904828241,0
-0.2393900250415948,1.8871283308838427,1
-1.5118470606208847,1.849789179768445,1
-0.01929235955491926,-0.9928708166985434,0
-1.8624459155391264,-0.011005976430458198,1
1.6372816083151283,-0.7964867607329214,1
-0.9648800735999323,-0.8606380224901296,1
0.6500891374159279,-1.8524522105818688,1
-0.7531556956423562,0.4382573359195874,0
0.08027208471124325,0.010716092915445952,0
0.1868411173731186,-1.7940849950000426,1
-1.2605821778978918,-0.8854141430535543,1
1.8783385110582342,1.6330635438666148,1
1.1005312934444582,-1.0417524373321103,0
1.7579957662567565,-1.4204205116351076,1
1.5793094017105953,-0.04218895888974794,1
0.39159991524434057,1.9426018164424028,1
1.6874969400924673,-1.0317789139539983,1
-1.646029991792322,0.6885421896235142,1
-1.2160685503234192,1.0464784613148703,0
-1.8190908443578477,-1.0494498240304013,1
-0.6986786769469426,0.9128653944474383,0
-0.44529084124207197,-0.5288674691229871,0
-0.9146038729044164,0.5292233223743179,0
1.3149500366077174,0.5341188430435788,1
-0.5729866932256429,0.1430987362990339,0
-0.876261961250477,-1.6388409197823668,1
0.17078433263299386,1.3412099823569519,0
-1.4363031001009494,-0.7168797401130567,1
1.2087879230161587,-1.253925958400583,1
-1.7017974252809167,-1.8368994337809443,1
1.9475477464020692,0.36357177275296726,1
1.0889790771866297,0.7102574473691297,1
-1.2051372738633104,-1.9336486842885754,1
-1.9779115315055904,0.048372233197123915,1
1.2618457138193366,-1.0940168992082482,1
0.8274293753904685,0.5806911616377994,0
0.9160286721639492,-1.3025342839800342,0
1.085081386743783,0.7637509524098638,1
-1.7038213930636386,-0.45305861479785037,1
-0.5661370858229096,1.746919954946938,1
-1.5365237618994811,-1.449916223416027,1
1.452413703502374,-0.635734595798966,1
0.4931925073102317,-1.5461059150376437,1
-0.6764079005894033,1.6987744731142511,1
-1.7457665988559055,1.509357413523924,1
-0.7560707131373512,-0.9682334891393776,0
-0.6992667118930118,0.6399361841367162,0
0.9184247133522563,1.2688888008048633,1
0.5502298854208525,0.22080324639784932,0
1.5488509703053062,0.11860231342402594,1
-0.11114029935220282,-1.0325908363981933,0
-1.5216230162467932,-1.6275889287764032,1
0.85297914889198,1.588863031813307,1
1.0431401944675898,1.6016722286533218,1
0.24510879027798493,0.5324058290930718,0
1.083868719818244,-0.6438808358051973,0
-0.024817614542437028,-0.6031617015493564,0
0.09093131752797623,0.9038227154809575,0
-0.2898359265658015,1.5884410398103084,1
-1.8983234930236192,1.5483456970604692,1
-1.5684342920267822,1.1195021834304955,1
